"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__lookupKey__c","nPortal__Context_Type__c","nFORCE__Is_Archived__c","nFORCE__Is_Questionnaire__c","nFORCE__Parent_Group__c","nFORCE__Screen__c","nPortal__Is_Portal_Enabled__c","nFORCE__Category__c","nFORCE__Layout__c","nFORCE__Answer_Context__c","Description_Custom__c","nFORCE__Description__c","ChexSystems_route__c","nFORCE__Taxonomy_Id__c"
"a2B5f000000TqCmEAK","0055f000004XdsRAAS","","Reg O Loan Questionnaire","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42403246748782453","","false","true","","","false","","","","","","",""
"a2B5f000000TqCnEAK","0055f000004XdsRAAS","","Reg W","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42609568878702857","","false","true","","","false","","","","","","",""
"a2B5f000000TqCoEAK","0055f000004XdsRAAS","","HVCRE","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42088290342052409","","false","true","","","false","","","","","","",""
"a2B5f000000TqCpEAK","0055f000004XdsRAAS","","CRA","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42628075973481801","","false","true","","","false","","","","","","",""
"a2B5f000000TqCqEAK","0055f000004XdsRAAS","","Product Package Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","pp-details","42543592196307027","","false","false","","","false","","","","","","","pp-details"
"a2B5f000000TqCrEAK","0055f000004XdsRAAS","","Treasury Proforma","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","treasury-proforma","42632675207231296","","false","false","","","false","","","","","","","treasury-proforma"
"a2B5f000000TqCsEAK","0055f000004XdsRAAS","","HMDA Questionnaire","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42198546854157256","","false","true","","","false","","","","","","",""
"a2B5f000000TqCtEAK","0055f000004XdsRAAS","","Individual KYC","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42245838511199639","","false","true","","","false","","","","","","",""
"a2B5f000000TqCuEAK","0055f000004XdsRAAS","","Business KYC","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","bus-kyc","42940369988812827","","false","true","","","false","","","","","","","bus-kyc"
"a2B5f000000TqCvEAK","0055f000004XdsRAAS","","Customer Portal","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","customer-portal","42618985083488670","","false","false","","","true","Customer Dashboard","","","","","","customer-portal"
"a2B5f000000TqCwEAK","0055f000004XdsRAAS","","Counterparty Report","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","counterparty-report","42604168176930459","","false","false","","a2G5f000000xarPEAQ","false","","","","","","","counterparty-report"
"a2B5f000000TqCxEAK","0055f000004XdsRAAS","","Treasury Service Maintenance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","treasury-service-maintenance","42328704188845287","","false","false","","a2G5f000000xarQEAQ","false","","","","","","","treasury-service-maintenance"
"a2B5f000000TqCyEAK","0055f000004XdsRAAS","","Secured Small Business Loan Application","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-sbl-secured","42144815564389495","Applicant","false","false","","","true","","","","","","","portal-sbl-secured"
"a2B5f000000TqCzEAK","0055f000004XdsRAAS","","Secured Small Business Loan Application (Individual Other Involved)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-sbl-secured-other","42658790117959030","Other Involved (Individual)","false","false","a2B5f000000TqCyEAK","","true","","","","","","","portal-sbl-secured-other"
"a2B5f000000TqD0EAK","0055f000004XdsRAAS","","Small Business Loan Application","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-sbloan","42877593676380574","Applicant","false","false","","","true","Online Application","","","","","","portal-sbloan"
"a2B5f000000TqD1EAK","0055f000004XdsRAAS","","Small Business Loan Application (Individual Other Involved)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-sbl-ind-other","42963370448176169","Other Involved (Individual)","false","false","a2B5f000000TqD0EAK","","true","","","","","","","portal-sbl-ind-other"
"a2B5f000000TqD2EAK","0055f000005hWRcAAM","","zzzSession (Not Used) - Vehicle Loan","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","veh-loan-grp","42633052120866545","","false","false","","","false","","","","Packaged - Do not use as this is not maintained (Summer 19)","","","veh-loan-grp"
"a2B5f000000TqD3EAK","0055f000005hWRcAAM","","zzzSession (Not Used) - Unsecured Line of Credit","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loc","42260030052001085","","false","false","","","false","","","","Packaged - Do not use as this is not maintained (Summer 19)","","","loc"
"a2B5f000000TqD4EAK","0055f000005hWRcAAM","","zzzSession (Not Used) - Unsecured Term Loan","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","term","42522017816930892","","false","false","","","false","","","","Packaged - Do not use as this is not maintained (Summer 19)","","","term"
"a2B5f000000TqD5EAK","0055f000005hWRcAAM","","Session (MASTER) - HELOC Loan","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","heloc-loan-grp","NotHelocSpecific-UseforAllRetail","","false","false","","","false","","","","Packaged - This is 1 of 4 packaged Groups used for Retail.  As a Gold Standard, this is the baseline to clone and begin configuration.  The other 3 Session Groups are not maintained at this time (Summer 19)","","","heloc-loan-grp"
"a2B5f000000TqD6EAK","0055f000005hWRcAAM","","Retail Loan","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","retail-loan","46461560278745196","","false","false","","","false","","","","","","","retail-loan"
"a2B5f000000TqD7EAK","0055f000005hWRcAAM","","Small Business Loan Workflow","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","sbl-group","42806046586701337","","false","false","","","false","","","","","","","sbl-group"
"a2B5f000000TqD8EAK","0055f000005hWRcAAM","","Unsecured Small Business Loan Workflow","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","sbl-unsec-group","42903851954541033","","false","false","","","false","","","","","","","sbl-unsec-group"
"a2B5f000000TqD9EAK","0055f000005hWRcAAM","","MASTER-Loan - Retail","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-retail","80561560278865441","","false","false","","","false","","","","","","","m-retail"
"a2B5f000000TqDAEA0","0055f000004XdsRAAS","","MASTER-Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","master-relationship","42261562008922327","","false","false","","","false","","","","","","","master-relationship"
"a2B5f000000TqDBEA0","0055f000004XdsRAAS","","New Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","new-relationship","new-relationship","","false","false","","","false","","","","","","","new-relationship"
"a2B5f000000TqDCEA0","0055f000004XdsRAAS","","ACH Origination","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","tmmg-Treasury00-00","42266445183227207","","false","false","","a2G5f000000xarREAQ","false","","","","","","","tmmg-Treasury00-00"
"a2B5f000000TqDDEA0","0055f000004XdsRAAS","","MASTER-Treasury Services","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","master-treasury-services","95821567002558847","","false","false","","","false","","","","","","","master-treasury-services"
"a2B5f000000TqDEEA0","0055f000004XdsRAAS","","Test","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","tmmg-Test00-00","42511983079847080","","false","false","","a2G5f000000xarSEAQ","false","","","","","","","tmmg-Test00-00"
"a2B5f000000TqDFEA0","0055f000004XdsRAAS","","Test 2","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","tmmg-Test200-00","42929089401890532","","false","false","","a2G5f000000xarTEAQ","false","","","","","","","tmmg-Test200-00"
"a2B5f000000TqDGEA0","0055f000004XdsRAAS","","Loan","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan","42873438710069149","","false","false","","","false","","","","","","","loan"
"a2B5f000000TqDHEA0","0055f000004XdsRAAS","","Deposit Product Maintenance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pm","42226489752753856","","false","false","","","false","","","","","","","dep-pm"
"a2B5f000000TqDIEA0","0055f000004XdsRAAS","","Deposit Product Details Maintenance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pm-details","42075960643920713","","false","false","","","false","","","","","","","dep-pm-details"
"a2B5f000000TqDJEA0","0055f000004XdsRAAS","","Deposit Beneficiary Maintenance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pm-beneficiary","42557821139915648","","false","false","","","false","","","","","","","dep-pm-beneficiary"
"a2B5f000000TqDKEA0","0055f000004XdsRAAS","","Deposit Ownership and Roles Maintenance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pm-structure-and-roles","42792102819560802","","false","false","","","false","","","","","","","dep-pm-structure-and-roles"
"a2B5f000000TqDLEA0","0055f000004XdsRAAS","","Deposit Ancillary Services Maintenance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pm-ancillary-services","42154253801321945","","false","false","","","false","","","","","","","dep-pm-ancillary-services"
"a2B5f000000TqDMEA0","0055f000004XdsRAAS","","CD Renewal","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pm-renew-cd","42837111203817960","","false","false","","","false","","","","","","","dep-pm-renew-cd"
"a2B5f000000TqDNEA0","0055f000004XdsRAAS","","Treasury Services","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","treasury-default","42641407286729576","","false","false","","","false","","","","","","","treasury-default"
"a2B5f000000TqDOEA0","0055f000004XdsRAAS","","Relationship - Default","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","relationship-default","42943134305184229","","false","false","","","false","","","","","","","relationship-default"
"a2B5f000000TqDPEA0","0055f000004XdsRAAS","","zzzMASTER-Loan - Default","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-loan-default","42437678991602102","","false","false","","","false","","","","PSO Clone - Not Used","","","m-loan-default"
"a2B5f000000TqDQEA0","0055f000004XdsRAAS","","DocuSign - Default","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","docusign-default","42921740115752574","","false","false","","","false","","","","","","","docusign-default"
"a2B5f000000TqDREA0","0055f000004XdsRAAS","","Relationship - Individual","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","relationship-individual","42074912432256224","","false","false","","","false","","","","","","","relationship-individual"
"a2B5f000000TqDSEA0","0055f000004XdsRAAS","","Relationship - Business","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","relationship-business","42245014383349897","","false","false","","","false","","","","","","","relationship-business"
"a2B5f000000TqDTEA0","0055f000004XdsRAAS","","zzzMASTER-Loan - SBA","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-sba","42298379943381721","","false","false","","","false","","","","PSO Clone - Not Used","","","m-sba"
"a2B5f000000TqDUEA0","0055f000004XdsRAAS","","zzzMASTER-Loan - Construction","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-construction","42321562673586733","","false","false","","","false","","","","PSO Clone - Not Used","","","m-construction"
"a2B5f000000TqDVEA0","0055f000004XdsRAAS","","MASTER-Loan - Commercial","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-commercial","42444854997057659","","false","false","","","false","","","","","","","m-commercial"
"a2B5f000000TqDWEA0","0055f000004XdsRAAS","","zzzMASTER-Loan - Card","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-card","42454587536386082","","false","false","","","false","","","","PSO Clone - Not Used","","","m-card"
"a2B5f000000TqDXEA0","0055f000004XdsRAAS","","zzzMASTER-Loan - Consumer","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-consumer","42410464651584665","","false","false","","","false","","","","PSO Clone - Not Used","","","m-consumer"
"a2B5f000000TqDYEA0","0055f000004XdsRAAS","","MASTER-Loan","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-loan","42044771180104939","","false","false","","","false","","","","","","","m-loan"
"a2B5f000000TqDZEA0","0055f000004XdsRAAS","","New Loan Product","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","new-loan","42964014987709751","","false","false","","","false","","","","","","","new-loan"
"a2B5f000000TqDaEAK","0055f000004XdsRAAS","","DocuSign","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","docusign","42493559830866569","","false","false","","","false","","","","","","","docusign"
"a2B5f000000TqDbEAK","0055f000005hWQPAA2","","nCino UI Builder","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","uiconfig","42557072293211678","","false","false","","a2G5f000000xarUEAQ","false","","","","","","","uiconfig"
"a2B5f000000TqDcEAK","0055f000004XdsRAAS","","Memo","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","memo","42064981524503220","","false","false","","","false","","","","","","","memo"
"a2B5f000000TqDdEAK","0055f000004XdsRAAS","","MASTER-Product Package Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","m-pp-details","42754447670500511","","false","false","","","false","","","","","","","m-pp-details"
"a2B5f000000TqDeEAK","0055f000004XdsRAAS","","nCino Administration","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","admin","42945668722646292","","false","false","","","false","","","","","","","admin"
"a2B5f000000TqDfEAK","0055f000004XdsRAAS","","Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","relationship","42635757875411396","","false","false","","","false","","","","","","","relationship"
"a2B5f000000TqDgEAK","0055f000004XdsRAAS","","Deposit Customer Creation Individual","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-cc-ind","42753016822525984","","false","false","","","false","","","","","","","dep-cc-ind"
"a2B5f000000TqDhEAK","0055f000004XdsRAAS","","Deposit Customer Creation Business","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-cc-bus","42346516231822941","","false","false","","","false","","","","","","","dep-cc-bus"
"a2B5f000000TqDiEAK","0055f000004XdsRAAS","","Loan Customer Creation Individual","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-cc-ind","42874089776727817","","false","false","","","false","","","","","","","loan-cc-ind"
"a2B5f000000TqDjEAK","0055f000004XdsRAAS","","Loan Customer Creation Business","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-cc-bus","42604178718324788","","false","false","","","false","","","","","","","loan-cc-bus"
"a2B5f000000TqDkEAK","0055f000004XdsRAAS","","Customer Creation: Product Line Selection","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","cc-product-line","42365870589859264","","false","false","","","false","","","","","","","cc-product-line"
"a2B5f000000TqDlEAK","0055f000004XdsRAAS","","Deposit Product Creation","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-pc","42103181906180590","","false","false","","","false","","","","","","","dep-pc"
"a2B5f000000TqDmEAK","0055f000004XdsRAAS","","Deposit Online Application (Individual)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-dep-odao","42263871326145242","Applicant","false","false","","","true","Online Application","","Deposit","","","portal-dep-odao.dep-add-info","portal-dep-odao"
"a2B5f000000TqDnEAK","0055f000004XdsRAAS","","Deposit Application (Individual) - Additional Owner","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-perdep-owner-odao","42668082779579811","Owner","false","false","a2B5f000000TqDmEAK","","true","Online Application","","","","","portal-perdep-owner-odao.perdep-owner-account","portal-perdep-owner-odao"
"a2B5f000000TqDoEAK","0055f000004XdsRAAS","","Deposit Application (Business)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-dep-bus","42693416628638679","Applicant","false","false","","","true","Online Application","","","","","","portal-dep-bus"
"a2B5f000000TqDpEAK","0055f000004XdsRAAS","","Deposit Application (Business) Additional Owner","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-dep-owner","42884073905355528","Owner","false","false","a2B5f000000TqDoEAK","","true","Online Application","","","","","","portal-dep-owner"
"a2B5f000000TqDqEAK","0055f000004XdsRAAS","","DAO-Individual-KYC","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dao-ind-kyc","42109377760315962","","false","true","","","true","","","Individual Account","","","","dao-ind-kyc"
"a2B5f000000TqDrEAK","0055f000004XdsRAAS","","DAO- Individual-Account Due Diligence","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dao-ind-add","42677444022408553","","false","true","","","true","","","Deposit","","","","dao-ind-add"
"a2B5f000000TqDsEAK","0055f000004XdsRAAS","","ODAO- Business KYC","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","odao-bus-kyc","42245829912861432","","false","true","","","true","","","Business Account","","","","odao-bus-kyc"
"a2B5f000000TqDtEAK","0055f000004XdsRAAS","","Deposit Booking UI","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","deposit-booking","42788024293596456","","false","false","","","false","","","","","","","deposit-booking"
"a2B5f000000TqDuEAK","0055f000004XdsRAAS","","clone","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","clone","21671598553323537","Applicant","false","false","","","true","Online Application","","","","","","clone"
"a2B5f000000TqDvEAK","0055f000004XdsRAAS","","Loan Gold Questions","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42662481910622078","","false","true","","","false","","","","","","",""
"a2B5f000000TqDwEAK","0055f000004XdsRAAS","","Productized Retail Lending","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","productized-retail-lending","42845150078169205","","false","false","","","false","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","","productized-retail-lending"
"a2B5f000000TqDxEAK","0055f000004XdsRAAS","","Retail Loan UI","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","retail-loan-ui","96991600720267323","","false","false","","","false","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","","retail-loan-ui"
"a2B5f000000TqDyEAK","0055f000004XdsRAAS","","Small Business Loan UI","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","small-business-loan-ui","91991600720340913","","false","false","","","false","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","","small-business-loan-ui"
"a2B5f000000TqDzEAK","0055f000004XdsRAAS","","Session Redirect","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","session-redirect","42175376029357054","","false","false","","","false","","","","Used to redirect the user that started the loan session to the actual loan record. (WILL BE REMOVED ONCE FALL RELEASE IS INSTALLED)","","","session-redirect"
"a2B5f000000TqE0EAK","0055f000004XdsRAAS","","Retail Loan ADD","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","","42161599347242956","","false","true","","","false","","","","","","",""
"a2B5f000000TqE1EAK","0055f000004XdsRAAS","","Secured Retail Loan Application","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-rl-secured","42655019862816908","Applicant","false","false","","","false","","","","","","","portal-rl-secured"
"a2B5f000000TqE2EAK","0055f000004XdsRAAS","","Secured Retail Loan Application (Individual Other Involved)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","portal-rl-secured-other","42884066139848024","Other Involved (Individual)","false","false","a2B5f000000TqE1EAK","","false","","","","","","","portal-rl-secured-other"
"a2B5f000000TqE3EAK","0055f000004XdsRAAS","","Secured Retail Loan Online Application","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","secured-retail-loan-online-application","95231602078250452","Applicant","false","false","","","true","Online Application","","Loan","","","","secured-retail-loan-online-application"
"a2B5f000000TqE4EAK","0055f000004XdsRAAS","","Secured Retail Loan Online Application (Individual Other Involved)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","secured-retail-loan-online-application--individual-other-involved","56841602603006905","Other Involved (Individual)","false","false","a2B5f000000TqE3EAK","","true","Online Application","","Loan","","","","secured-retail-loan-online-application--individual-other-involved"
"a2B5f000000TqE5EAK","0055f000004XdsRAAS","","Retail Loan- Post Approval UI","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","retail-loan--post-approval-ui","89621602764612697","","false","false","","","false","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.","","retail-loan--post-approval-ui"
"a2B5f000000TqE6EAK","0055f000004XdsRAAS","","Unsecured Retail Loan Online Application","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","unsecured-retail-loan-online-application","60411603129896006","Applicant","false","false","","","true","Online Application","","Loan","","","","unsecured-retail-loan-online-application"
"a2B5f000000TqE7EAK","0055f000004XdsRAAS","","Unsecured Retail Loan Online Application (Individual Other Involved)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","unsecured-retail-loan-online-application--individual-other-involved","51611603130192527","Other Involved (Individual)","false","false","a2B5f000000TqE6EAK","","true","Online Application","","Loan","","","","unsecured-retail-loan-online-application--individual-other-involved"
